6.152836258257985413e-01,1.204520562032919795e+00,1.000000000000000000e+00
2.675314451471721089e+00,9.835637779617143472e-01,1.000000000000000000e+00
-4.113244446145660760e-01,6.744923285361332788e-01,1.000000000000000000e+00
1.114020911159827598e+00,-2.362956166765000088e-01,1.000000000000000000e+00
2.608200920908687603e+00,-1.472244410213893184e+00,1.000000000000000000e+00
3.039664810258674965e+00,-6.028682074776327005e-01,1.000000000000000000e+00
1.496760349033670057e+00,-3.732952857669522562e-01,1.000000000000000000e+00
1.975157853380557826e+00,-7.243877680980383982e-01,1.000000000000000000e+00
4.996515337077596097e-01,5.185141270406488090e-01,1.000000000000000000e+00
1.323945011102719782e+00,-1.497484409064378852e+00,1.000000000000000000e+00
5.375400437591581593e+00,-4.871041229311710019e+00,1.000000000000000000e+00
8.120040102047247910e-01,-6.504186340337025918e-01,1.000000000000000000e+00
-1.156534317215082819e+00,1.017085213802323640e+00,1.000000000000000000e+00
2.051998761854076037e+00,-1.552811984656154110e+00,1.000000000000000000e+00
1.572687554699198076e+00,1.399166934272035423e+00,1.000000000000000000e+00
2.312041166130974990e+00,-1.117429250119762907e+00,1.000000000000000000e+00
1.851446030674146037e+00,-3.777385318545448900e+00,1.000000000000000000e+00
2.699275392070271451e+00,-1.948964535227144967e+00,1.000000000000000000e+00
1.716761260737339922e+00,8.331650908640222397e-01,1.000000000000000000e+00
2.436016216306899906e+00,-2.231561830430578652e+00,1.000000000000000000e+00
2.395565757415175412e+00,-3.731983716085704561e+00,1.000000000000000000e+00
5.337963491000024874e+00,-3.015785666846593660e+00,1.000000000000000000e+00
2.475777385370098838e+00,-2.474151770766265024e+00,1.000000000000000000e+00
4.074977509064236614e+00,-2.942573991312212200e+00,1.000000000000000000e+00
3.800151274741016216e+00,-3.949122371665832354e+00,1.000000000000000000e+00
3.435043271848609692e+00,-2.621803235509506003e+00,1.000000000000000000e+00
1.982917759997030904e+00,-2.841681221247345679e+00,1.000000000000000000e+00
2.540193865426845221e+00,-1.355733803701043128e+00,1.000000000000000000e+00
2.355729395523432856e+00,-1.281733409216662345e+00,1.000000000000000000e+00
2.658497746525169347e+00,-2.616093512446733271e+00,1.000000000000000000e+00
2.701181724228967518e+00,-2.669299773004497833e+00,1.000000000000000000e+00
1.941411250498189522e+00,-3.544778533477693561e+00,1.000000000000000000e+00
1.769171901925870927e+00,-1.469437826209772702e+00,1.000000000000000000e+00
4.266969612444006188e+00,-3.639690522457875055e+00,1.000000000000000000e+00
3.224752220414609738e+00,-2.803837156135972730e+00,1.000000000000000000e+00
1.535600881501096637e+00,-4.155793567796826071e-01,1.000000000000000000e+00
1.917521515620164152e-01,-4.982388782656317350e-01,1.000000000000000000e+00
1.341636011010060248e+00,-1.285852226765012318e+00,1.000000000000000000e+00
2.766209979083316561e+00,-3.062217135912440824e+00,1.000000000000000000e+00
2.593943920919081325e+00,-1.946104756641260813e+00,1.000000000000000000e+00
4.063826387219474867e+00,-2.755920932846479765e+00,1.000000000000000000e+00
7.077600469554135021e-01,-1.614425115460741855e+00,1.000000000000000000e+00
1.903851424718507435e+00,1.545374290413531693e+00,1.000000000000000000e+00
8.517838939392543551e-01,7.809126172968250401e-02,1.000000000000000000e+00
4.065648251259727175e+00,-2.544646530818606145e+00,1.000000000000000000e+00
3.467416172786538464e+00,-1.503052419267456585e+00,1.000000000000000000e+00
2.653540177400010691e+00,-7.459547225398236447e-01,1.000000000000000000e+00
2.316337475589937966e+00,-6.663221321501122674e-01,1.000000000000000000e+00
3.402336665151054262e+00,-6.312884556904103661e-01,1.000000000000000000e+00
2.357712640469601162e+00,-1.145955643577302396e+00,1.000000000000000000e+00
